rt,responses,trial_type,time_elapsed,sequence,stimulus,graphorder,button_pressed,response,key_press,stimulus_left,stimulus_right,accuracy,cumulative_accuracy,stimulus_down_left,stimulus_down_mid,stimulus_down_right,stimulus_correct,stimulus_short,stimulus_far,weighted_accuracy,condition,specific_pairs,imgL_ID,imgR_ID,linedress,linedressed,detour_trial,linedressed_detor
975.6000000000931,,rt_thecrossant_black,333210,,black_plus_sign,,,,49,,,1,1,,,,,,,,,,,,,,,
null,,color_black,333313,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),336318,,black_plus_sign,,,,null,GW/newhope.png,GW/hanover.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),336971,,blue,,,,null,GW/newhope.png,GW/hanover.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,337473,,blue,,,,null,GW/newhope.png,GW/hanover.png,,,,,,,,,,,,,,,,,
1908.5,,rt_thecrossant_black,338828,,black_plus_sign,,,,49,,,1,1,,,,,,,,,,,,,,,
null,,color_black,338932,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),341936,,black_plus_sign,,,,null,GW/peoria.png,GW/hotsprings.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),342987,,blue,,,,null,GW/peoria.png,GW/hotsprings.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,343491,,blue,,,,null,GW/peoria.png,GW/hotsprings.png,,,,,,,,,,,,,,,,,
1189.5,,rt_thecrossant_black,344446,,black_plus_sign,,,,49,,,1,1,,,,,,,,,,,,,,,
null,,color_black,344549,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),347554,,black_plus_sign,,,,null,GW/newhope.png,GW/boulder.png,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),348414,,blue,,,,null,GW/newhope.png,GW/boulder.png,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,348917,,blue,,,,null,GW/newhope.png,GW/boulder.png,,,,,,,,,,,,,,,,,
1459.8999999999069,,rt_thecrossant_black,350065,,black_plus_sign,,,,49,,,1,1,,,,,,,,,,,,,,,
null,,color_black,350168,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,
