rt,responses,trial_type,time_elapsed,stimulus,graphorder,button_pressed,response,key_press,stimulus_left,stimulus_right,accuracy,cumulative_accuracy,stimulus_down_left,stimulus_down_mid,stimulus_down_right,stimulus_correct,stimulus_short,stimulus_far,weighted_accuracy,missedtrial,condition,specific_pairs
34745.89999985695,{worker_id:5d4ac837d2844e0001ecf699},id_enter,34748,id_enter,GW/globe.jpg; GW/dustpan.jpg; GW/paint.jpg; GW/barrel.jpg; GW/basket.jpg; GW/wheelchair.jpg; GW/soldier.jpg; GW/camera.jpg; GW/teeth.jpg; GW/snail.jpg; GW/hat.jpg; GW/gong.jpg; GW/jukebox.jpg,,,,,,,,,,,,,,,,,
2429.899999856949,,fullscreen,37183,fullscreen,,0,,,,,,,,,,,,,,,,
1136.0999999046326,,intro_1,38321,instruct,,0,,,,,,,,,,,,,,,,
1436.4000000953674,,intro_2,39759,instruct,,1,Next,,,,,,,,,,,,,,,
6647.099999904633,,intro_3,46407,instruct,,1,Next,,,,,,,,,,,,,,,
null,,learn_prac_1,48413,lean_prac_1,,,,null,,,,,,,,,,,,,,
null,,html-keyboard-response,49418,<p></p>,,,,null,,,,,,,,,,,,,,
4035.7000000476837,,intro_1,53455,instruct,,0,,,,,,,,,,,,,,,,
1343,,intro_2,54799,instruct,,1,Next,,,,,,,,,,,,,,,
null,,learn_prac_2,56813,lean_prac_2,,,,null,,,,,,,,,,,,,,
null,,html-keyboard-response,57828,<p></p>,,,,null,,,,,,,,,,,,,,
6885.700000047684,,intro_1,64715,instruct,,0,,,,,,,,,,,,,,,,
2756.9000000953674,,intro_2,67474,instruct,,1,Next,,,,,,,,,,,,,,,
3511.0999999046326,,intro_3,70986,instruct,,1,Next,,,,,,,,,,,,,,,
null,,prac_atten_color_black,71839,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,prac_atten_color,72406,prac_stop_color,,,,null,,,,,,,,,,,,,,
null,,prac_atten_color_black,74409,black_plus_sign,,,,null,,,,,,,,,,,,,,
5977.400000095367,,attentioncheck_help,80388,instruct,,,,32,,,,,,,,,,,,,,
null,,prac_atten_color_black,81252,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,prac_atten_color,81772,prac_stop_color,,,,null,,,,,,,,,,,,,,
24.399999856948853,,prac_atten_color_black,83777,black_plus_sign,,,,50,,,,,,,,,,,,,,
null,,prac_atten_color_black,84682,black_plus_sign,,,,null,,,,,,,,,,,,,,
606.5,,prac_atten_color,85294,prac_stop_color,,,,50,,,,,,,,,,,,,,
null,,prac_atten_color_black,87299,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,prac_atten_color_black,88091,black_plus_sign,,,,null,,,,,,,,,,,,,,
488.2000000476837,,prac_atten_color,88936,prac_stop_color,,,,49,,,,,,,,,,,,,,
null,,prac_atten_color_black,90941,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,prac_atten_color_black,91520,black_plus_sign,,,,null,,,,,,,,,,,,,,
418.7999999523163,,prac_atten_color,92013,prac_stop_color,,,,50,,,,,,,,,,,,,,
null,,prac_atten_color_black,94026,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,prac_atten_color_black,94963,black_plus_sign,,,,null,,,,,,,,,,,,,,
435.7000000476837,,prac_atten_color,95554,prac_stop_color,,,,50,,,,,,,,,,,,,,
null,,prac_atten_color_black,97559,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,prac_atten_color_black,98384,black_plus_sign,,,,null,,,,,,,,,,,,,,
541.3999998569489,,prac_atten_color,98928,prac_stop_color,,,,49,,,,,,,,,,,,,,
null,,prac_atten_color_black,100935,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,prac_atten_color_black,101807,black_plus_sign,,,,null,,,,,,,,,,,,,,
436.40000009536743,,prac_atten_color,102821,prac_stop_color,,,,50,,,,,,,,,,,,,,
null,,prac_atten_color_black,104822,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,prac_atten_color_black,105217,black_plus_sign,,,,null,,,,,,,,,,,,,,
613.5999999046326,,prac_atten_color,106293,prac_stop_color,,,,49,,,,,,,,,,,,,,
null,,prac_atten_color_black,108304,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,prac_atten_color_black,108649,black_plus_sign,,,,null,,,,,,,,,,,,,,
607.5999999046326,,prac_atten_color,109419,prac_stop_color,,,,49,,,,,,,,,,,,,,
null,,prac_atten_color_black,111434,black_plus_sign,,,,null,,,,,,,,,,,,,,
2297.7999999523163,,attentioncheck_feedback,113733,cross_check_feedback,,0,,,,,,,,,,,,,,,,
2666.9000000953674,,last_instruct,116401,instruct,,,,32,,,,,,,,,,,,,,
null,,learn_phase(without_color),118410,black_plus_sign,,,,null,GW/soldier.jpg,GW/teeth.jpg,,,,,,,,,,,,
null,,black_cross(without_color),119096,blue,,,,null,GW/soldier.jpg,GW/teeth.jpg,,,,,,,,,,,,
409.39999985694885,,rt_plussign_withcolor,119610,blue,,,,49,GW/soldier.jpg,GW/teeth.jpg,,,,,,,,,,,,
null,,rt_thecrossant_black,120946,black_plus_sign,,,,null,,,1,1,,,,,,,,,,
null,,color_black,121061,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),123070,black_plus_sign,,,,null,GW/paint.jpg,GW/wheelchair.jpg,,,,,,,,,,,,
null,,black_cross(without_color),124107,blue,,,,null,GW/paint.jpg,GW/wheelchair.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,124616,blue,,,,null,GW/paint.jpg,GW/wheelchair.jpg,,,,,,,,,,,,
949.5999999046326,,rt_thecrossant_black,125596,black_plus_sign,,,,49,,,1,1,,,,,,,,,,
null,,color_black,125705,black_plus_sign,,,,null,,,,,,,,,,,,,,
null,,learn_phase(without_color),127718,black_plus_sign,,,,null,GW/wheelchair.jpg,GW/soldier.jpg,,,,,,,,,,,,
null,,black_cross(without_color),128721,blue,,,,null,GW/wheelchair.jpg,GW/soldier.jpg,,,,,,,,,,,,
null,,rt_plussign_withcolor,129232,blue,,,,null,GW/wheelchair.jpg,GW/soldier.jpg,,,,,,,,,,,,
1356.7999999523163,,rt_thecrossant_black,130248,black_plus_sign,,,,49,,,1,1,,,,,,,,,,
