rt,responses,trial_type,time_elapsed,sequence,stimulus,graphorder,button_pressed,response,key_press,stimulus_left,stimulus_right,accuracy,cumulative_accuracy,stimulus_down_left,stimulus_down_mid,stimulus_down_right,stimulus_correct,stimulus_short,stimulus_far,weighted_accuracy,missedtrial,condition,specific_pairs,imgL_ID,imgR_ID,linedress,linedressed,detour_trial,linedressed_detor
null,,rt_plussign_withcolor,213983,,yellow,,,,null,GW/shreveport.png,GW/peoria.png,,,,,,,,,,,,,,,,,,
903,,rt_thecrossant_black,214907,,black_plus_sign,,,,50,,,1,1,,,,,,,,,,,,,,,,
null,,color_black,215016,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),218027,,black_plus_sign,,,,null,GW/huntsville.png,GW/gatlinburg.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),218511,,yellow,,,,null,GW/huntsville.png,GW/gatlinburg.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,219015,,yellow,,,,null,GW/huntsville.png,GW/gatlinburg.png,,,,,,,,,,,,,,,,,,
1317,,rt_thecrossant_black,220562,,black_plus_sign,,,,50,,,1,1,,,,,,,,,,,,,,,,
null,,color_black,220669,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),223768,,black_plus_sign,,,,null,GW/newhope.png,GW/leesburg.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),224253,,blue,,,,null,GW/newhope.png,GW/leesburg.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,224767,,blue,,,,null,GW/newhope.png,GW/leesburg.png,,,,,,,,,,,,,,,,,,
1129,,rt_thecrossant_black,226305,,black_plus_sign,,,,49,,,1,1,,,,,,,,,,,,,,,,
null,,color_black,226415,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),229417,,black_plus_sign,,,,null,GW/gatlinburg.png,GW/huntsville.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),229998,,blue,,,,null,GW/gatlinburg.png,GW/huntsville.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,230501,,blue,,,,null,GW/gatlinburg.png,GW/huntsville.png,,,,,,,,,,,,,,,,,,
766,,rt_thecrossant_black,231934,,black_plus_sign,,,,49,,,1,1,,,,,,,,,,,,,,,,
null,,color_black,232042,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),235044,,black_plus_sign,,,,null,GW/hanover.png,GW/boulder.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),235642,,blue,,,,null,GW/hanover.png,GW/boulder.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,236147,,blue,,,,null,GW/hanover.png,GW/boulder.png,,,,,,,,,,,,,,,,,,
874,,rt_thecrossant_black,237574,,black_plus_sign,,,,49,,,1,1,,,,,,,,,,,,,,,,
null,,color_black,237684,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),240693,,black_plus_sign,,,,null,GW/newhope.png,GW/leesburg.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),241497,,yellow,,,,null,GW/newhope.png,GW/leesburg.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,241998,,yellow,,,,null,GW/newhope.png,GW/leesburg.png,,,,,,,,,,,,,,,,,,
832,,rt_thecrossant_black,243221,,black_plus_sign,,,,50,,,1,1,,,,,,,,,,,,,,,,
null,,color_black,243332,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),246348,,black_plus_sign,,,,null,GW/peoria.png,GW/shreveport.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),247370,,yellow,,,,null,GW/peoria.png,GW/shreveport.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,247875,,yellow,,,,null,GW/peoria.png,GW/shreveport.png,,,,,,,,,,,,,,,,,,
981,,rt_thecrossant_black,248875,,black_plus_sign,,,,50,,,1,1,,,,,,,,,,,,,,,,
null,,color_black,248985,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),252079,,black_plus_sign,,,,null,GW/hanover.png,GW/boulder.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),253033,,blue,,,,null,GW/hanover.png,GW/boulder.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,253535,,blue,,,,null,GW/hanover.png,GW/boulder.png,,,,,,,,,,,,,,,,,,
1181,,rt_thecrossant_black,254587,,black_plus_sign,,,,49,,,1,1,,,,,,,,,,,,,,,,
null,,color_black,254699,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),257715,,black_plus_sign,,,,null,GW/newhope.png,GW/leesburg.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),258702,,yellow,,,,null,GW/newhope.png,GW/leesburg.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,259209,,yellow,,,,null,GW/newhope.png,GW/leesburg.png,,,,,,,,,,,,,,,,,,
1152,,rt_thecrossant_black,260249,,black_plus_sign,,,,50,,,1,1,,,,,,,,,,,,,,,,
null,,color_black,260359,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),263365,,black_plus_sign,,,,null,GW/boulder.png,GW/hanover.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),264148,,blue,,,,null,GW/boulder.png,GW/hanover.png,,,,,,,,,,,,,,,,,,
490,,rt_plussign_withcolor,264663,,blue,,,,49,GW/boulder.png,GW/hanover.png,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black,265900,,black_plus_sign,,,,null,,,1,1,,,,,,,,,,,,,,,,
null,,color_black,266010,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),269026,,black_plus_sign,,,,null,GW/newhope.png,GW/leesburg.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),269639,,blue,,,,null,GW/newhope.png,GW/leesburg.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,270142,,blue,,,,null,GW/newhope.png,GW/leesburg.png,,,,,,,,,,,,,,,,,,
1170,,rt_thecrossant_black,271557,,black_plus_sign,,,,49,,,1,1,,,,,,,,,,,,,,,,
null,,color_black,271668,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),274756,,black_plus_sign,,,,null,GW/boulder.png,GW/hanover.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),275444,,blue,,,,null,GW/boulder.png,GW/hanover.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,275949,,blue,,,,null,GW/boulder.png,GW/hanover.png,,,,,,,,,,,,,,,,,,
929,,rt_thecrossant_black,277282,,black_plus_sign,,,,49,,,1,1,,,,,,,,,,,,,,,,
null,,color_black,277390,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),280573,,black_plus_sign,,,,null,GW/shreveport.png,GW/peoria.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),281186,,yellow,,,,null,GW/shreveport.png,GW/peoria.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,281691,,yellow,,,,null,GW/shreveport.png,GW/peoria.png,,,,,,,,,,,,,,,,,,
961,,rt_thecrossant_black,283092,,black_plus_sign,,,,50,,,1,1,,,,,,,,,,,,,,,,
null,,color_black,283203,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),286223,,black_plus_sign,,,,null,GW/huntsville.png,GW/gatlinburg.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),287082,,blue,,,,null,GW/huntsville.png,GW/gatlinburg.png,,,,,,,,,,,,,,,,,,
478,,rt_plussign_withcolor,287586,,blue,,,,49,GW/huntsville.png,GW/gatlinburg.png,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black,288747,,black_plus_sign,,,,null,,,1,1,,,,,,,,,,,,,,,,
null,,color_black,288856,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),291871,,black_plus_sign,,,,null,GW/newhope.png,GW/leesburg.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),292309,,yellow,,,,null,GW/newhope.png,GW/leesburg.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,292812,,yellow,,,,null,GW/newhope.png,GW/leesburg.png,,,,,,,,,,,,,,,,,,
1115,,rt_thecrossant_black,294392,,black_plus_sign,,,,50,,,1,1,,,,,,,,,,,,,,,,
null,,color_black,294502,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),297514,,black_plus_sign,,,,null,GW/peoria.png,GW/shreveport.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),298435,,blue,,,,null,GW/peoria.png,GW/shreveport.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,298938,,blue,,,,null,GW/peoria.png,GW/shreveport.png,,,,,,,,,,,,,,,,,,
655,,rt_thecrossant_black,300045,,black_plus_sign,,,,49,,,1,1,,,,,,,,,,,,,,,,
null,,color_black,300154,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),303446,,black_plus_sign,,,,null,GW/huntsville.png,GW/gatlinburg.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),304130,,blue,,,,null,GW/huntsville.png,GW/gatlinburg.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,304633,,blue,,,,null,GW/huntsville.png,GW/gatlinburg.png,,,,,,,,,,,,,,,,,,
1230,,rt_thecrossant_black,305967,,black_plus_sign,,,,49,,,1,1,,,,,,,,,,,,,,,,
null,,color_black,306077,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),309091,,black_plus_sign,,,,null,GW/newhope.png,GW/leesburg.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),309986,,yellow,,,,null,GW/newhope.png,GW/leesburg.png,,,,,,,,,,,,,,,,,,
460,,rt_plussign_withcolor,310487,,yellow,,,,50,GW/newhope.png,GW/leesburg.png,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black,311613,,black_plus_sign,,,,null,,,1,1,,,,,,,,,,,,,,,,
null,,color_black,311724,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),314730,,black_plus_sign,,,,null,GW/huntsville.png,GW/gatlinburg.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),315797,,yellow,,,,null,GW/huntsville.png,GW/gatlinburg.png,,,,,,,,,,,,,,,,,,
483,,rt_plussign_withcolor,316300,,yellow,,,,50,GW/huntsville.png,GW/gatlinburg.png,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black,317255,,black_plus_sign,,,,null,,,1,1,,,,,,,,,,,,,,,,
null,,color_black,317365,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),320490,,black_plus_sign,,,,null,GW/newhope.png,GW/leesburg.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),321426,,blue,,,,null,GW/newhope.png,GW/leesburg.png,,,,,,,,,,,,,,,,,,
370,,rt_plussign_withcolor,321931,,blue,,,,49,GW/newhope.png,GW/leesburg.png,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black,323017,,black_plus_sign,,,,null,,,1,1,,,,,,,,,,,,,,,,
null,,color_black,323128,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),326148,,black_plus_sign,,,,null,GW/peoria.png,GW/shreveport.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),326853,,blue,,,,null,GW/peoria.png,GW/shreveport.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,327355,,blue,,,,null,GW/peoria.png,GW/shreveport.png,,,,,,,,,,,,,,,,,,
1211,,rt_thecrossant_black,328664,,black_plus_sign,,,,49,,,1,1,,,,,,,,,,,,,,,,
null,,color_black,328774,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),331777,,black_plus_sign,,,,null,GW/gatlinburg.png,GW/huntsville.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),332464,,blue,,,,null,GW/gatlinburg.png,GW/huntsville.png,,,,,,,,,,,,,,,,,,
469,,rt_plussign_withcolor,332968,,blue,,,,49,GW/gatlinburg.png,GW/huntsville.png,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black,334300,,black_plus_sign,,,,null,,,1,1,,,,,,,,,,,,,,,,
null,,color_black,334409,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),337422,,black_plus_sign,,,,null,GW/peoria.png,GW/shreveport.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),337862,,blue,,,,null,GW/peoria.png,GW/shreveport.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,338378,,blue,,,,null,GW/peoria.png,GW/shreveport.png,,,,,,,,,,,,,,,,,,
855,,rt_thecrossant_black,339959,,black_plus_sign,,,,49,,,1,1,,,,,,,,,,,,,,,,
null,,color_black,340069,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),343084,,black_plus_sign,,,,null,GW/huntsville.png,GW/gatlinburg.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),343854,,blue,,,,null,GW/huntsville.png,GW/gatlinburg.png,,,,,,,,,,,,,,,,,,
466,,rt_plussign_withcolor,344357,,blue,,,,49,GW/huntsville.png,GW/gatlinburg.png,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black,345614,,black_plus_sign,,,,null,,,1,1,,,,,,,,,,,,,,,,
null,,color_black,345723,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),348737,,black_plus_sign,,,,null,GW/peoria.png,GW/shreveport.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),349630,,yellow,,,,null,GW/peoria.png,GW/shreveport.png,,,,,,,,,,,,,,,,,,
428,,rt_plussign_withcolor,350134,,yellow,,,,50,GW/peoria.png,GW/shreveport.png,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black,351259,,black_plus_sign,,,,null,,,1,1,,,,,,,,,,,,,,,,
null,,color_black,351369,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),354381,,black_plus_sign,,,,null,GW/boulder.png,GW/hanover.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),355243,,yellow,,,,null,GW/boulder.png,GW/hanover.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,355756,,yellow,,,,null,GW/boulder.png,GW/hanover.png,,,,,,,,,,,,,,,,,,
1024,,rt_thecrossant_black,356917,,black_plus_sign,,,,50,,,1,1,,,,,,,,,,,,,,,,
null,,color_black,357027,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),360039,,black_plus_sign,,,,null,GW/hanover.png,GW/boulder.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),360747,,blue,,,,null,GW/hanover.png,GW/boulder.png,,,,,,,,,,,,,,,,,,
442,,rt_plussign_withcolor,361252,,blue,,,,49,GW/hanover.png,GW/boulder.png,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black,362561,,black_plus_sign,,,,null,,,1,1,,,,,,,,,,,,,,,,
null,,color_black,362670,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),365690,,black_plus_sign,,,,null,GW/peoria.png,GW/shreveport.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),366217,,yellow,,,,null,GW/peoria.png,GW/shreveport.png,,,,,,,,,,,,,,,,,,
443,,rt_plussign_withcolor,366732,,yellow,,,,50,GW/peoria.png,GW/shreveport.png,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black,368229,,black_plus_sign,,,,null,,,1,1,,,,,,,,,,,,,,,,
null,,color_black,368338,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),371346,,black_plus_sign,,,,null,GW/huntsville.png,GW/hanover.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),372267,,yellow,,,,null,GW/huntsville.png,GW/hanover.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,372779,,yellow,,,,null,GW/huntsville.png,GW/hanover.png,,,,,,,,,,,,,,,,,,
629,,rt_thecrossant_black,373876,,black_plus_sign,,,,50,,,1,1,,,,,,,,,,,,,,,,
null,,color_black,373984,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),377001,,black_plus_sign,,,,null,GW/racine.png,GW/peoria.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),377843,,blue,,,,null,GW/racine.png,GW/peoria.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,378357,,blue,,,,null,GW/racine.png,GW/peoria.png,,,,,,,,,,,,,,,,,,
1233,,rt_thecrossant_black,379543,,black_plus_sign,,,,49,,,1,1,,,,,,,,,,,,,,,,
null,,color_black,379652,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),382655,,black_plus_sign,,,,null,GW/carmel.png,GW/boulder.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),383405,,yellow,,,,null,GW/carmel.png,GW/boulder.png,,,,,,,,,,,,,,,,,,
489,,rt_plussign_withcolor,383907,,yellow,,,,50,GW/carmel.png,GW/boulder.png,,,,,,,,,,,,,,,,,,
null,,rt_thecrossant_black,385187,,black_plus_sign,,,,null,,,1,1,,,,,,,,,,,,,,,,
null,,color_black,385297,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),388307,,black_plus_sign,,,,null,GW/gatlinburg.png,GW/leesburg.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),388917,,blue,,,,null,GW/gatlinburg.png,GW/leesburg.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,389422,,blue,,,,null,GW/gatlinburg.png,GW/leesburg.png,,,,,,,,,,,,,,,,,,
904,,rt_thecrossant_black,390836,,black_plus_sign,,,,50,,,0,0.9722222222222222,,,,,,,,,,,,,,,,
null,,color_black,390945,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),394039,,black_plus_sign,,,,null,GW/carmel.png,GW/boulder.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),394568,,blue,,,,null,GW/carmel.png,GW/boulder.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,395085,,blue,,,,null,GW/carmel.png,GW/boulder.png,,,,,,,,,,,,,,,,,,
724,,rt_thecrossant_black,396576,,black_plus_sign,,,,49,,,1,0.972972972972973,,,,,,,,,,,,,,,,
null,,color_black,396686,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),399695,,black_plus_sign,,,,null,GW/huntsville.png,GW/hanover.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),400615,,yellow,,,,null,GW/huntsville.png,GW/hanover.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,401116,,yellow,,,,null,GW/huntsville.png,GW/hanover.png,,,,,,,,,,,,,,,,,,
669,,rt_thecrossant_black,402287,,black_plus_sign,,,,50,,,1,0.9736842105263158,,,,,,,,,,,,,,,,
null,,color_black,402397,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),405399,,black_plus_sign,,,,null,GW/racine.png,GW/peoria.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),405883,,blue,,,,null,GW/racine.png,GW/peoria.png,,,,,,,,,,,,,,,,,,
