rt,responses,trial_type,time_elapsed,sequence,stimulus,graphorder,button_pressed,response,key_press,stimulus_left,stimulus_right,accuracy,cumulative_accuracy,stimulus_down_left,stimulus_down_mid,stimulus_down_right,stimulus_correct,stimulus_short,stimulus_far,weighted_accuracy,missedtrial,condition,specific_pairs,imgL_ID,imgR_ID,linedress,linedressed,linedressed_detor,detour_trial
1892.5,,directmemory_phase,1301509,,GW/shreveport.png,,,,49,,,1,1,GW/hotsprings.png,GW/carmel.png,GW/leesburg.png,GW/hotsprings.png,GW/leesburg.png,GW/carmel.png,1,,,,,,,,,
null,,html-keyboard-response,1302523,,<p></p>,,,,null,,,,,,,,,,,,,,,,,,,,
2222.8000000002794,,directmemory_phase,1304747,,GW/peoria.png,,,,51,,,1,1,GW/racine.png,GW/hotsprings.png,GW/huntsville.png,GW/huntsville.png,GW/hotsprings.png,GW/racine.png,1,,,,,,,,,
null,,html-keyboard-response,1305756,,<p></p>,,,,null,,,,,,,,,,,,,,,,,,,,
3582.899999999907,,directmemory_phase,1309341,,GW/racine.png,,,,49,,,1,1,GW/carmel.png,GW/huntsville.png,GW/newhope.png,GW/carmel.png,GW/newhope.png,GW/huntsville.png,1,,,,,,,,,
null,,html-keyboard-response,1310348,,<p></p>,,,,null,,,,,,,,,,,,,,,,,,,,
1924,,directmemory_phase,1312274,,GW/huntsville.png,,,,49,,,1,1,GW/leesburg.png,GW/boulder.png,GW/carmel.png,GW/leesburg.png,GW/carmel.png,GW/boulder.png,1,,,,,,,,,
null,,html-keyboard-response,1313282,,<p></p>,,,,null,,,,,,,,,,,,,,,,,,,,
2314.399999999907,,directmemory_phase,1315598,,GW/shreveport.png,,,,49,,,1,1,GW/peoria.png,GW/racine.png,GW/leesburg.png,GW/peoria.png,GW/leesburg.png,GW/racine.png,1,,,,,,,,,
null,,html-keyboard-response,1316612,,<p></p>,,,,null,,,,,,,,,,,,,,,,,,,,
3210.8000000002794,,directmemory_phase,1319824,,GW/hotsprings.png,,,,51,,,1,1,GW/carmel.png,GW/leesburg.png,GW/huntsville.png,GW/huntsville.png,GW/leesburg.png,GW/carmel.png,1,,,,,,,,,
null,,html-keyboard-response,1320832,,<p></p>,,,,null,,,,,,,,,,,,,,,,,,,,
1958.6000000000931,,directmemory_phase,1322792,,GW/westpalmbeach.png,,,,51,,,1,1,GW/leesburg.png,GW/shreveport.png,GW/peoria.png,GW/peoria.png,GW/shreveport.png,GW/leesburg.png,1,,,,,,,,,
null,,html-keyboard-response,1323804,,<p></p>,,,,null,,,,,,,,,,,,,,,,,,,,
2148.9000000003725,,directmemory_phase,1325955,,GW/hotsprings.png,,,,49,,,1,1,GW/shreveport.png,GW/newhope.png,GW/gatlinburg.png,GW/shreveport.png,GW/gatlinburg.png,GW/newhope.png,1,,,,,,,,,
null,,html-keyboard-response,1326963,,<p></p>,,,,null,,,,,,,,,,,,,,,,,,,,
3248.7999999998137,,directmemory_phase,1330213,,GW/leesburg.png,,,,50,,,1,1,GW/hotsprings.png,GW/cornwall.png,GW/newhope.png,GW/cornwall.png,GW/hotsprings.png,GW/newhope.png,1,,,,,,,,,
null,,html-keyboard-response,1331218,,<p></p>,,,,null,,,,,,,,,,,,,,,,,,,,
1794.5,,directmemory_phase,1333014,,GW/newhope.png,,,,50,,,1,1,GW/cornwall.png,GW/gatlinburg.png,GW/carmel.png,GW/gatlinburg.png,GW/cornwall.png,GW/carmel.png,1,,,,,,,,,
null,,html-keyboard-response,1334017,,<p></p>,,,,null,,,,,,,,,,,,,,,,,,,,
1929.8000000002794,,directmemory_phase,1335948,,GW/cornwall.png,,,,49,,,1,1,GW/leesburg.png,GW/westpalmbeach.png,GW/shreveport.png,GW/leesburg.png,GW/shreveport.png,GW/westpalmbeach.png,1,,,,,,,,,
null,,html-keyboard-response,1336953,,<p></p>,,,,null,,,,,,,,,,,,,,,,,,,,
2190.899999999907,,directmemory_phase,1339145,,GW/racine.png,,,,49,,,1,1,GW/gatlinburg.png,GW/shreveport.png,GW/cornwall.png,GW/gatlinburg.png,GW/cornwall.png,GW/shreveport.png,1,,,,,,,,,
null,,html-keyboard-response,1340157,,<p></p>,,,,null,,,,,,,,,,,,,,,,,,,,
3087.1999999997206,,directmemory_phase,1343246,,GW/huntsville.png,,,,50,,,1,1,GW/cornwall.png,GW/peoria.png,GW/boulder.png,GW/peoria.png,GW/cornwall.png,GW/boulder.png,1,,,,,,,,,
null,,html-keyboard-response,1344256,,<p></p>,,,,null,,,,,,,,,,,,,,,,,,,,
2146.7000000001863,,directmemory_phase,1346404,,GW/racine.png,,,,49,,,1,1,GW/boulder.png,GW/shreveport.png,GW/newhope.png,GW/boulder.png,GW/newhope.png,GW/shreveport.png,1,,,,,,,,,
null,,html-keyboard-response,1347414,,<p></p>,,,,null,,,,,,,,,,,,,,,,,,,,
1954.7000000001863,,directmemory_phase,1349370,,GW/shreveport.png,,,,50,,,1,1,GW/westpalmbeach.png,GW/huntsville.png,GW/newhope.png,GW/huntsville.png,GW/westpalmbeach.png,GW/newhope.png,1,,,,,,,,,
null,,html-keyboard-response,1350380,,<p></p>,,,,null,,,,,,,,,,,,,,,,,,,,
1586.1999999997206,,directmemory_phase,1351968,,GW/gatlinburg.png,,,,51,,,1,1,GW/hanover.png,GW/carmel.png,GW/racine.png,GW/racine.png,GW/carmel.png,GW/hanover.png,1,,,,,,,,,
null,,html-keyboard-response,1352981,,<p></p>,,,,null,,,,,,,,,,,,,,,,,,,,
1725.6000000000931,,directmemory_phase,1354708,,GW/huntsville.png,,,,50,,,1,1,GW/carmel.png,GW/hotsprings.png,GW/newhope.png,GW/hotsprings.png,GW/carmel.png,GW/newhope.png,1,,,,,,,,,
null,,html-keyboard-response,1355717,,<p></p>,,,,null,,,,,,,,,,,,,,,,,,,,
2514.5,,directmemory_phase,1358233,,GW/cornwall.png,,,,51,,,1,1,GW/hanover.png,GW/racine.png,GW/gatlinburg.png,GW/gatlinburg.png,GW/racine.png,GW/hanover.png,1,,,,,,,,,
null,,html-keyboard-response,1359245,,<p></p>,,,,null,,,,,,,,,,,,,,,,,,,,
1389.6000000000931,,directmemory_phase,1360636,,GW/hanover.png,,,,50,,,1,1,GW/hotsprings.png,GW/shreveport.png,GW/leesburg.png,GW/shreveport.png,GW/hotsprings.png,GW/leesburg.png,1,,,,,,,,,
null,,html-keyboard-response,1361642,,<p></p>,,,,null,,,,,,,,,,,,,,,,,,,,
1856,,directmemory_phase,1363500,,GW/boulder.png,,,,51,,,1,1,GW/huntsville.png,GW/gatlinburg.png,GW/racine.png,GW/racine.png,GW/gatlinburg.png,GW/huntsville.png,1,,,,,,,,,
null,,html-keyboard-response,1364508,,<p></p>,,,,null,,,,,,,,,,,,,,,,,,,,
1563.5,,directmemory_phase,1366073,,GW/leesburg.png,,,,49,,,1,1,GW/carmel.png,GW/hanover.png,GW/shreveport.png,GW/carmel.png,GW/shreveport.png,GW/hanover.png,1,,,,,,,,,
null,,html-keyboard-response,1367081,,<p></p>,,,,null,,,,,,,,,,,,,,,,,,,,
1534.8999999999069,,directmemory_phase,1368618,,GW/shreveport.png,,,,49,,,1,1,GW/hanover.png,GW/carmel.png,GW/westpalmbeach.png,GW/hanover.png,GW/westpalmbeach.png,GW/carmel.png,1,,,,,,,,,
null,,html-keyboard-response,1369627,,<p></p>,,,,null,,,,,,,,,,,,,,,,,,,,
2394.5,,directmemory_phase,1372023,,GW/carmel.png,,,,49,,,1,1,GW/racine.png,GW/hotsprings.png,GW/boulder.png,GW/racine.png,GW/boulder.png,GW/hotsprings.png,1,,,,,,,,,
null,,html-keyboard-response,1373026,,<p></p>,,,,null,,,,,,,,,,,,,,,,,,,,
2310.7000000001863,,directmemory_phase,1375339,,GW/gatlinburg.png,,,,51,,,1,1,GW/hanover.png,GW/carmel.png,GW/cornwall.png,GW/cornwall.png,GW/carmel.png,GW/hanover.png,1,,,,,,,,,
null,,html-keyboard-response,1376347,,<p></p>,,,,null,,,,,,,,,,,,,,,,,,,,
1846.6999999997206,,directmemory_phase,1378195,,GW/carmel.png,,,,49,,,1,1,GW/leesburg.png,GW/hotsprings.png,GW/cornwall.png,GW/leesburg.png,GW/cornwall.png,GW/hotsprings.png,1,,,,,,,,,
null,,html-keyboard-response,1379203,,<p></p>,,,,null,,,,,,,,,,,,,,,,,,,,
2748.899999999907,,directmemory_phase,1381954,,GW/gatlinburg.png,,,,51,,,1,1,GW/peoria.png,GW/hotsprings.png,GW/newhope.png,GW/newhope.png,GW/hotsprings.png,GW/peoria.png,1,,,,,,,,,
null,,html-keyboard-response,1382965,,<p></p>,,,,null,,,,,,,,,,,,,,,,,,,,
