rt,responses,trial_type,time_elapsed,sequence,stimulus,graphorder,button_pressed,response,key_press,stimulus_left,stimulus_right,accuracy,cumulative_accuracy,stimulus_down_left,stimulus_down_mid,stimulus_down_right,stimulus_correct,stimulus_short,stimulus_far,weighted_accuracy,missedtrial,condition,specific_pairs,imgL_ID,imgR_ID,linedress,linedressed,linedressed_detor,detour_trial
6491.299999982119,{worker_id:5fc50bb38378c80ac88354ef},id_enter,6496,blocked,replication,GW/newhope.png; GW/peoria.png; GW/hotsprings.png; GW/boulder.png; GW/westpalmbeach.png; GW/shreveport.png; GW/cornwall.png; GW/carmel.png; GW/gatlinburg.png; GW/racine.png; GW/huntsville.png; GW/hanover.png; GW/leesburg.png,,,,,,,,,,,,,,,,,,,,,,,
21221.90000000596,,fullscreen,27725,,fullscreen,,0,,,,,,,,,,,,,,,,,,,,,,
25158.70000001788,,intro_1,52892,,instruct,,0,,,,,,,,,,,,,,,,,,,,,,
30201.70000001788,,intro_2,83096,,instruct,,1,Next,,,,,,,,,,,,,,,,,,,,,
28897.40000000596,,intro_3,111995,,instruct,,1,Next,,,,,,,,,,,,,,,,,,,,,
null,,learn_prac_1,114997,,lean_prac_1,,,,null,,,,,,,,,,,,,,,,,,,,
null,,html-keyboard-response,116002,,<p></p>,,,,null,,,,,,,,,,,,,,,,,,,,
4990.4000000059605,,intro_1,120995,,instruct,,0,,,,,,,,,,,,,,,,,,,,,,
11160.299999982119,,intro_2,132162,,instruct,,1,Next,,,,,,,,,,,,,,,,,,,,,
null,,learn_prac_2,135164,,lean_prac_2,,,,null,,,,,,,,,,,,,,,,,,,,
null,,html-keyboard-response,136167,,<p></p>,,,,null,,,,,,,,,,,,,,,,,,,,
4267.300000011921,,intro_1,140435,,instruct,,0,,,,,,,,,,,,,,,,,,,,,,
8412.299999982119,,intro_2,148849,,instruct,,1,Next,,,,,,,,,,,,,,,,,,,,,
82664.89999997616,,intro_3,231516,,instruct,,1,Next,,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,231915,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,232921,,prac_stop_color,,,,null,,,,,,,,,,,,,,,,,,,,
427.80000001192093,,prac_atten_color_black,234924,,black_plus_sign,,,,49,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,235324,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,235919,,prac_stop_color,,,,null,,,,,,,,,,,,,,,,,,,,
420.5,,prac_atten_color_black,237922,,black_plus_sign,,,,50,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,238736,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,239180,,prac_stop_color,,,,null,,,,,,,,,,,,,,,,,,,,
320.2999999821186,,prac_atten_color_black,241182,,black_plus_sign,,,,50,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,242160,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
731.9000000059605,,prac_atten_color,243178,,prac_stop_color,,,,49,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,245179,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,245567,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
739.9000000059605,,prac_atten_color,246376,,prac_stop_color,,,,50,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,248379,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,248975,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,249512,,prac_stop_color,,,,null,,,,,,,,,,,,,,,,,,,,
113.39999997615814,,prac_atten_color_black,251516,,black_plus_sign,,,,50,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,252386,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color,252882,,prac_stop_color,,,,null,,,,,,,,,,,,,,,,,,,,
65.59999999403954,,prac_atten_color_black,254884,,black_plus_sign,,,,49,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,255794,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
599.3999999761581,,prac_atten_color,256700,,prac_stop_color,,,,50,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,258702,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,259201,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
691.3000000119209,,prac_atten_color,260085,,prac_stop_color,,,,49,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,262098,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,262620,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
735.5,,prac_atten_color,263494,,prac_stop_color,,,,49,,,,,,,,,,,,,,,,,,,,
null,,prac_atten_color_black,265498,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
15054.300000011921,,attentioncheck_feedback,280556,,cross_check_feedback,,0,,,,,,,,,,,,,,,,,,,,,,
29111,,last_instruct,309668,,instruct,,,,32,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),312670,,black_plus_sign,,,,null,GW/racine.png,GW/carmel.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),313739,,yellow,,,,null,GW/racine.png,GW/carmel.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,314241,,yellow,,,,null,GW/racine.png,GW/carmel.png,,,,,,,,,,,,,,,,,,
1478.5999999940395,,rt_thecrossant_black,315180,,black_plus_sign,,,,50,,,1,1,,,,,,,,,,,,,,,,
null,,color_black,315285,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),318290,,black_plus_sign,,,,null,GW/newhope.png,GW/peoria.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),319022,,blue,,,,null,GW/newhope.png,GW/peoria.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,319524,,blue,,,,null,GW/newhope.png,GW/peoria.png,,,,,,,,,,,,,,,,,,
968.6999999880791,,rt_thecrossant_black,320797,,black_plus_sign,,,,49,,,1,1,,,,,,,,,,,,,,,,
null,,color_black,320900,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),323902,,black_plus_sign,,,,null,GW/carmel.png,GW/racine.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),324734,,yellow,,,,null,GW/carmel.png,GW/racine.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,325236,,yellow,,,,null,GW/carmel.png,GW/racine.png,,,,,,,,,,,,,,,,,,
1195.5,,rt_thecrossant_black,326411,,black_plus_sign,,,,50,,,1,1,,,,,,,,,,,,,,,,
null,,color_black,326516,,black_plus_sign,,,,null,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),329519,,black_plus_sign,,,,null,GW/shreveport.png,GW/cornwall.png,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),330310,,yellow,,,,null,GW/shreveport.png,GW/cornwall.png,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,330819,,yellow,,,,null,GW/shreveport.png,GW/cornwall.png,,,,,,,,,,,,,,,,,,
